# lon[degrees] lat[degrees] depth[m] strike[degrees] dip[degrees] length[m] width[m] left-lateral[m] thrust[m] tensile[m]
-85.2603 42.8499 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.1674 0.0000 0.0000
-85.2664 42.8618 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.1637 0.0000 0.0000
-85.2725 42.8737 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.1591 0.0000 0.0000
-85.2786 42.8856 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.1537 0.0000 0.0000
-85.2847 42.8975 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1476 0.0000 0.0000
-85.2908 42.9095 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1411 0.0000 0.0000
-85.2969 42.9214 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1344 0.0000 0.0000
-85.3031 42.9333 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1275 0.0000 0.0000
-85.3092 42.9452 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1207 0.0000 0.0000
-85.3153 42.9571 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1140 0.0000 0.0000
-85.3214 42.9690 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1074 0.0000 0.0000
-85.3275 42.9809 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1012 0.0000 0.0000
-85.3337 42.9928 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.0952 0.0000 0.0000
-85.1189 42.6579 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.0982 0.0000 0.0000
-85.1250 42.6698 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1046 0.0000 0.0000
-85.1310 42.6817 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1113 0.0000 0.0000
-85.1371 42.6936 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1183 0.0000 0.0000
-85.1431 42.7056 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1256 0.0000 0.0000
-85.1492 42.7175 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1330 0.0000 0.0000
-85.1553 42.7294 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1405 0.0000 0.0000
-85.1613 42.7413 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1479 0.0000 0.0000
-85.1674 42.7532 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.1550 0.0000 0.0000
-85.1735 42.7651 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.1617 0.0000 0.0000
-85.1796 42.7771 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.1677 0.0000 0.0000
-85.1856 42.7890 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.1729 0.0000 0.0000
-85.1917 42.8009 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.1769 0.0000 0.0000
-85.1978 42.8128 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.1798 0.0000 0.0000
-85.2039 42.8247 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.1812 0.0000 0.0000
-85.2100 42.8366 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.1812 0.0000 0.0000
-85.2161 42.8486 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.1798 0.0000 0.0000
-85.2221 42.8605 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.1769 0.0000 0.0000
-85.2282 42.8724 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.1729 0.0000 0.0000
-85.2343 42.8843 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.1677 0.0000 0.0000
-85.2404 42.8962 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.1617 0.0000 0.0000
-85.2465 42.9081 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1550 0.0000 0.0000
-85.2526 42.9200 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1479 0.0000 0.0000
-85.2587 42.9320 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1405 0.0000 0.0000
-85.2648 42.9439 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1330 0.0000 0.0000
-85.2710 42.9558 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1256 0.0000 0.0000
-85.2771 42.9677 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1183 0.0000 0.0000
-85.2832 42.9796 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1113 0.0000 0.0000
-85.2893 42.9915 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1046 0.0000 0.0000
-85.2954 43.0034 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.0982 0.0000 0.0000
-85.0808 42.6684 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1013 0.0000 0.0000
-85.0869 42.6803 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1081 0.0000 0.0000
-85.0929 42.6922 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1153 0.0000 0.0000
-85.0990 42.7042 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1228 0.0000 0.0000
-85.1050 42.7161 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1307 0.0000 0.0000
-85.1111 42.7280 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1388 0.0000 0.0000
-85.1172 42.7399 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1469 0.0000 0.0000
-85.1232 42.7518 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1550 0.0000 0.0000
-85.1293 42.7638 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.1629 0.0000 0.0000
-85.1354 42.7757 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.1703 0.0000 0.0000
-85.1414 42.7876 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.1769 0.0000 0.0000
-85.1475 42.7995 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.1827 0.0000 0.0000
-85.1536 42.8114 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.1873 0.0000 0.0000
-85.1596 42.8234 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.1904 0.0000 0.0000
-85.1657 42.8353 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.1921 0.0000 0.0000
-85.1718 42.8472 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.1921 0.0000 0.0000
-85.1779 42.8591 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.1904 0.0000 0.0000
-85.1840 42.8710 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.1873 0.0000 0.0000
-85.1901 42.8829 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.1827 0.0000 0.0000
-85.1961 42.8949 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.1769 0.0000 0.0000
-85.2022 42.9068 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.1703 0.0000 0.0000
-85.2083 42.9187 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1629 0.0000 0.0000
-85.2144 42.9306 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1550 0.0000 0.0000
-85.2205 42.9425 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1469 0.0000 0.0000
-85.2266 42.9544 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1388 0.0000 0.0000
-85.2327 42.9663 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1307 0.0000 0.0000
-85.2388 42.9783 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1228 0.0000 0.0000
-85.2449 42.9902 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1153 0.0000 0.0000
-85.2511 43.0021 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1081 0.0000 0.0000
-85.2572 43.0140 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.1013 0.0000 0.0000
-85.0428 42.6789 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1045 0.0000 0.0000
-85.0488 42.6908 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1117 0.0000 0.0000
-85.0548 42.7028 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1194 0.0000 0.0000
-85.0609 42.7147 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1275 0.0000 0.0000
-85.0669 42.7266 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1360 0.0000 0.0000
-85.0730 42.7385 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1448 0.0000 0.0000
-85.0790 42.7504 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1537 0.0000 0.0000
-85.0851 42.7624 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1626 0.0000 0.0000
-85.0911 42.7743 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.1712 0.0000 0.0000
-85.0972 42.7862 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.1794 0.0000 0.0000
-85.1033 42.7981 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.1869 0.0000 0.0000
-85.1093 42.8101 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.1933 0.0000 0.0000
-85.1154 42.8220 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.1984 0.0000 0.0000
-85.1215 42.8339 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.2020 0.0000 0.0000
-85.1275 42.8458 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.2038 0.0000 0.0000
-85.1336 42.8577 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.2038 0.0000 0.0000
-85.1397 42.8697 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.2020 0.0000 0.0000
-85.1458 42.8816 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.1984 0.0000 0.0000
-85.1519 42.8935 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.1933 0.0000 0.0000
-85.1579 42.9054 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.1869 0.0000 0.0000
-85.1640 42.9173 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.1794 0.0000 0.0000
-85.1701 42.9292 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1712 0.0000 0.0000
-85.1762 42.9412 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1626 0.0000 0.0000
-85.1823 42.9531 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1537 0.0000 0.0000
-85.1884 42.9650 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1448 0.0000 0.0000
-85.1945 42.9769 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1360 0.0000 0.0000
-85.2006 42.9888 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1275 0.0000 0.0000
-85.2067 43.0007 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1194 0.0000 0.0000
-85.2128 43.0127 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1117 0.0000 0.0000
-85.2189 43.0246 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.1045 0.0000 0.0000
-85.0047 42.6894 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1077 0.0000 0.0000
-85.0107 42.7013 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1154 0.0000 0.0000
-85.0167 42.7133 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1237 0.0000 0.0000
-85.0228 42.7252 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1324 0.0000 0.0000
-85.0288 42.7371 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1416 0.0000 0.0000
-85.0349 42.7490 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1511 0.0000 0.0000
-85.0409 42.7610 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1608 0.0000 0.0000
-85.0469 42.7729 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1706 0.0000 0.0000
-85.0530 42.7848 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.1801 0.0000 0.0000
-85.0591 42.7967 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.1892 0.0000 0.0000
-85.0651 42.8087 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.1975 0.0000 0.0000
-85.0712 42.8206 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.2047 0.0000 0.0000
-85.0772 42.8325 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.2105 0.0000 0.0000
-85.0833 42.8444 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.2145 0.0000 0.0000
-85.0894 42.8563 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.2165 0.0000 0.0000
-85.0954 42.8683 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.2165 0.0000 0.0000
-85.1015 42.8802 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.2145 0.0000 0.0000
-85.1076 42.8921 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.2105 0.0000 0.0000
-85.1136 42.9040 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.2047 0.0000 0.0000
-85.1197 42.9159 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.1975 0.0000 0.0000
-85.1258 42.9279 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.1892 0.0000 0.0000
-85.1319 42.9398 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1801 0.0000 0.0000
-85.1380 42.9517 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1706 0.0000 0.0000
-85.1440 42.9636 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1608 0.0000 0.0000
-85.1501 42.9755 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1511 0.0000 0.0000
-85.1562 42.9875 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1416 0.0000 0.0000
-85.1623 42.9994 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1324 0.0000 0.0000
-85.1684 43.0113 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1237 0.0000 0.0000
-85.1745 43.0232 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1154 0.0000 0.0000
-85.1806 43.0351 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.1077 0.0000 0.0000
-84.9665 42.6999 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1110 0.0000 0.0000
-84.9726 42.7118 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1193 0.0000 0.0000
-84.9786 42.7237 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1281 0.0000 0.0000
-84.9846 42.7357 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1375 0.0000 0.0000
-84.9907 42.7476 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1474 0.0000 0.0000
-84.9967 42.7595 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1577 0.0000 0.0000
-85.0027 42.7715 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1683 0.0000 0.0000
-85.0088 42.7834 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1791 0.0000 0.0000
-85.0148 42.7953 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.1896 0.0000 0.0000
-85.0209 42.8072 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.1997 0.0000 0.0000
-85.0269 42.8192 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.2090 0.0000 0.0000
-85.0330 42.8311 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.2171 0.0000 0.0000
-85.0390 42.8430 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.2235 0.0000 0.0000
-85.0451 42.8549 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.2281 0.0000 0.0000
-85.0512 42.8669 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.2304 0.0000 0.0000
-85.0572 42.8788 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.2304 0.0000 0.0000
-85.0633 42.8907 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.2281 0.0000 0.0000
-85.0693 42.9026 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.2235 0.0000 0.0000
-85.0754 42.9145 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.2171 0.0000 0.0000
-85.0815 42.9265 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.2090 0.0000 0.0000
-85.0876 42.9384 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.1997 0.0000 0.0000
-85.0936 42.9503 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1896 0.0000 0.0000
-85.0997 42.9622 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1791 0.0000 0.0000
-85.1058 42.9742 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1683 0.0000 0.0000
-85.1119 42.9861 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1577 0.0000 0.0000
-85.1180 42.9980 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1474 0.0000 0.0000
-85.1240 43.0099 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1375 0.0000 0.0000
-85.1301 43.0218 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1281 0.0000 0.0000
-85.1362 43.0338 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1193 0.0000 0.0000
-85.1423 43.0457 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.1110 0.0000 0.0000
-84.9284 42.7104 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1144 0.0000 0.0000
-84.9344 42.7223 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1232 0.0000 0.0000
-84.9405 42.7342 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1326 0.0000 0.0000
-84.9465 42.7462 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1427 0.0000 0.0000
-84.9525 42.7581 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1534 0.0000 0.0000
-84.9586 42.7700 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1646 0.0000 0.0000
-84.9646 42.7819 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1763 0.0000 0.0000
-84.9706 42.7939 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1880 0.0000 0.0000
-84.9767 42.8058 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.1997 0.0000 0.0000
-84.9827 42.8177 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.2110 0.0000 0.0000
-84.9887 42.8297 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.2213 0.0000 0.0000
-84.9948 42.8416 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.2304 0.0000 0.0000
-85.0008 42.8535 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.2377 0.0000 0.0000
-85.0069 42.8654 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.2428 0.0000 0.0000
-85.0129 42.8774 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.2455 0.0000 0.0000
-85.0190 42.8893 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.2455 0.0000 0.0000
-85.0251 42.9012 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.2428 0.0000 0.0000
-85.0311 42.9131 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.2377 0.0000 0.0000
-85.0372 42.9251 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.2304 0.0000 0.0000
-85.0432 42.9370 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.2213 0.0000 0.0000
-85.0493 42.9489 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.2110 0.0000 0.0000
-85.0554 42.9608 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.1997 0.0000 0.0000
-85.0614 42.9728 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1880 0.0000 0.0000
-85.0675 42.9847 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1763 0.0000 0.0000
-85.0736 42.9966 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1646 0.0000 0.0000
-85.0797 43.0085 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1534 0.0000 0.0000
-85.0858 43.0204 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1427 0.0000 0.0000
-85.0918 43.0324 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1326 0.0000 0.0000
-85.0979 43.0443 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1232 0.0000 0.0000
-85.1040 43.0562 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.1144 0.0000 0.0000
-84.8903 42.7208 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1179 0.0000 0.0000
-84.8963 42.7328 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1272 0.0000 0.0000
-84.9023 42.7447 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1373 0.0000 0.0000
-84.9083 42.7566 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1481 0.0000 0.0000
-84.9144 42.7686 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1597 0.0000 0.0000
-84.9204 42.7805 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1719 0.0000 0.0000
-84.9264 42.7924 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1846 0.0000 0.0000
-84.9324 42.8043 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.1975 0.0000 0.0000
-84.9385 42.8163 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.2105 0.0000 0.0000
-84.9445 42.8282 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.2230 0.0000 0.0000
-84.9505 42.8401 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.2346 0.0000 0.0000
-84.9566 42.8521 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.2448 0.0000 0.0000
-84.9626 42.8640 -24041.6306 70.0000 45.0000 3333.3333 2000.0000 0.2531 0.0000 0.0000
-84.9687 42.8759 -22627.4170 70.0000 45.0000 3333.3333 2000.0000 0.2589 0.0000 0.0000
-84.9747 42.8878 -21213.2034 70.0000 45.0000 3333.3333 2000.0000 0.2619 0.0000 0.0000
-84.9808 42.8998 -19798.9899 70.0000 45.0000 3333.3333 2000.0000 0.2619 0.0000 0.0000
-84.9868 42.9117 -18384.7763 70.0000 45.0000 3333.3333 2000.0000 0.2589 0.0000 0.0000
-84.9929 42.9236 -16970.5627 70.0000 45.0000 3333.3333 2000.0000 0.2531 0.0000 0.0000
-84.9989 42.9356 -15556.3492 70.0000 45.0000 3333.3333 2000.0000 0.2448 0.0000 0.0000
-85.0050 42.9475 -14142.1356 70.0000 45.0000 3333.3333 2000.0000 0.2346 0.0000 0.0000
-85.0110 42.9594 -12727.9221 70.0000 45.0000 3333.3333 2000.0000 0.2230 0.0000 0.0000
-85.0171 42.9713 -11313.7085 70.0000 45.0000 3333.3333 2000.0000 0.2105 0.0000 0.0000
-85.0232 42.9833 -9899.4949 70.0000 45.0000 3333.3333 2000.0000 0.1975 0.0000 0.0000
-85.0292 42.9952 -8485.2814 70.0000 45.0000 3333.3333 2000.0000 0.1846 0.0000 0.0000
-85.0353 43.0071 -7071.0678 70.0000 45.0000 3333.3333 2000.0000 0.1719 0.0000 0.0000
-85.0414 43.0190 -5656.8542 70.0000 45.0000 3333.3333 2000.0000 0.1597 0.0000 0.0000
-85.0475 43.0310 -4242.6407 70.0000 45.0000 3333.3333 2000.0000 0.1481 0.0000 0.0000
-85.0535 43.0429 -2828.4271 70.0000 45.0000 3333.3333 2000.0000 0.1373 0.0000 0.0000
-85.0596 43.0548 -1414.2136 70.0000 45.0000 3333.3333 2000.0000 0.1272 0.0000 0.0000
-85.0657 43.0667 0.0000 70.0000 45.0000 3333.3333 2000.0000 0.1179 0.0000 0.0000
-84.8521 42.7313 -41012.1933 70.0000 45.0000 3333.3333 2000.0000 0.1214 0.0000 0.0000
-84.8581 42.7432 -39597.9797 70.0000 45.0000 3333.3333 2000.0000 0.1313 0.0000 0.0000
-84.8641 42.7551 -38183.7662 70.0000 45.0000 3333.3333 2000.0000 0.1420 0.0000 0.0000
-84.8702 42.7671 -36769.5526 70.0000 45.0000 3333.3333 2000.0000 0.1537 0.0000 0.0000
-84.8762 42.7790 -35355.3391 70.0000 45.0000 3333.3333 2000.0000 0.1662 0.0000 0.0000
-84.8822 42.7909 -33941.1255 70.0000 45.0000 3333.3333 2000.0000 0.1794 0.0000 0.0000
-84.8882 42.8029 -32526.9119 70.0000 45.0000 3333.3333 2000.0000 0.1933 0.0000 0.0000
-84.8942 42.8148 -31112.6984 70.0000 45.0000 3333.3333 2000.0000 0.2076 0.0000 0.0000
-84.9003 42.8267 -29698.4848 70.0000 45.0000 3333.3333 2000.0000 0.2219 0.0000 0.0000
-84.9063 42.8387 -28284.2712 70.0000 45.0000 3333.3333 2000.0000 0.2358 0.0000 0.0000
-84.9123 42.8506 -26870.0577 70.0000 45.0000 3333.3333 2000.0000 0.2489 0.0000 0.0000
-84.9184 42.8625 -25455.8441 70.0000 45.0000 3333.3333 2000.0000 0.2604 0.0000 0.0000
