# lon[degrees] lat[degrees] depth[m] strike[degrees] dip[degrees] length[m] width[m] left-lateral[m] thrust[m] tensile[m]
-1.0882 -3.6915 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.9339 -3.2669 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7797 -2.8422 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.6257 -2.4174 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0558 0.0000 0.0000
-0.4717 -1.9926 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.2124 0.0000 0.0000
-0.3179 -1.5677 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.3060 0.0000 0.0000
-0.1642 -1.1428 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.4432 0.0000 0.0000
-0.0106 -0.7179 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.5732 0.0000 0.0000
0.1431 -0.2930 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.6294 0.0000 0.0000
0.2967 0.1319 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.6315 0.0000 0.0000
0.4503 0.5568 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.5890 0.0000 0.0000
0.6040 0.9817 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.4878 0.0000 0.0000
0.7577 1.4065 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.3397 0.0000 0.0000
0.9116 1.8314 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.1824 0.0000 0.0000
1.0655 2.2561 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0456 0.0000 0.0000
1.2196 2.6808 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.3738 3.1055 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.5282 3.5300 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6828 3.9545 -147721.1630 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-1.1694 -4.1430 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-1.0148 -3.7185 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.8605 -3.2938 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7063 -2.8691 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.5523 -2.4443 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0803 0.0000 0.0000
-0.3984 -2.0195 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.2435 0.0000 0.0000
-0.2446 -1.5946 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.3891 0.0000 0.0000
-0.0909 -1.1697 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.5312 0.0000 0.0000
0.0627 -0.7448 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.6488 0.0000 0.0000
0.2164 -0.3199 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.7131 0.0000 0.0000
0.3700 0.1050 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.7181 0.0000 0.0000
0.5236 0.5299 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.6657 0.0000 0.0000
0.6773 0.9548 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.5567 0.0000 0.0000
0.8310 1.3797 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.4041 0.0000 0.0000
0.9849 1.8045 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.2361 0.0000 0.0000
1.1388 2.2292 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0786 0.0000 0.0000
1.2929 2.6539 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.4471 3.0785 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6016 3.5031 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7562 3.9275 -196961.5506 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-1.0960 -4.1700 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.9414 -3.7454 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7871 -3.3207 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.6330 -2.8960 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4790 -2.4712 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0908 0.0000 0.0000
-0.3251 -2.0463 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.2449 0.0000 0.0000
-0.1713 -1.6215 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.3952 0.0000 0.0000
-0.0176 -1.1966 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.5321 0.0000 0.0000
0.1360 -0.7717 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.6394 0.0000 0.0000
0.2897 -0.3467 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.7007 0.0000 0.0000
0.4433 0.0782 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.7074 0.0000 0.0000
0.5969 0.5031 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.6580 0.0000 0.0000
0.7506 0.9279 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.5561 0.0000 0.0000
0.9043 1.3528 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.4143 0.0000 0.0000
1.0582 1.7776 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.2534 0.0000 0.0000
1.2121 2.2023 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0953 0.0000 0.0000
1.3662 2.6270 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.5205 3.0516 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6749 3.4761 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8296 3.9005 -246201.9383 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-1.0225 -4.1970 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.8680 -3.7723 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7137 -3.3476 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.5596 -2.9229 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4056 -2.4981 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0880 0.0000 0.0000
-0.2518 -2.0732 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.2218 0.0000 0.0000
-0.0980 -1.6483 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.3561 0.0000 0.0000
0.0557 -1.2234 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.4775 0.0000 0.0000
0.2093 -0.7985 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.5719 0.0000 0.0000
0.3629 -0.3736 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.6267 0.0000 0.0000
0.5166 0.0513 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.6342 0.0000 0.0000
0.6702 0.4762 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.5919 0.0000 0.0000
0.8239 0.9011 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.5035 0.0000 0.0000
0.9776 1.3259 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.3794 0.0000 0.0000
1.1315 1.7507 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.2361 0.0000 0.0000
1.2854 2.1754 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0916 0.0000 0.0000
1.4395 2.6001 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.5938 3.0246 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7483 3.4491 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9030 3.8735 -295442.3259 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.9491 -4.2239 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7946 -3.7993 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.6404 -3.3745 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4862 -2.9498 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.3323 -2.5249 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0761 0.0000 0.0000
-0.1784 -2.1001 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.1855 0.0000 0.0000
-0.0247 -1.6752 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.2969 0.0000 0.0000
0.1290 -1.2503 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.3981 0.0000 0.0000
0.2826 -0.8254 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.4768 0.0000 0.0000
0.4362 -0.4004 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.5230 0.0000 0.0000
0.5898 0.0245 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.5297 0.0000 0.0000
0.7435 0.4494 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.4948 0.0000 0.0000
0.8972 0.8742 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.4212 0.0000 0.0000
1.0509 1.2990 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.3174 0.0000 0.0000
1.2048 1.7238 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.1964 0.0000 0.0000
1.3587 2.1485 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0729 0.0000 0.0000
1.5129 2.5731 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.6671 2.9977 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8216 3.4222 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9763 3.8465 -344682.7136 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.8757 -4.2509 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7212 -3.8262 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.5670 -3.4014 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4129 -2.9767 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.2589 -2.5518 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0590 0.0000 0.0000
-0.1051 -2.1269 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.1446 0.0000 0.0000
0.0486 -1.7020 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.2325 0.0000 0.0000
0.2023 -1.2771 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.3126 0.0000 0.0000
0.3559 -0.8522 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.3750 0.0000 0.0000
0.5095 -0.4273 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.4115 0.0000 0.0000
0.6631 -0.0024 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.4164 0.0000 0.0000
0.8168 0.4225 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.3879 0.0000 0.0000
0.9704 0.8473 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.3283 0.0000 0.0000
1.1242 1.2721 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.2443 0.0000 0.0000
1.2781 1.6969 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.1462 0.0000 0.0000
1.4320 2.1216 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0460 0.0000 0.0000
1.5862 2.5462 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7405 2.9707 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8950 3.3952 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0497 3.8195 -393923.1012 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.8022 -4.2778 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.6478 -3.8531 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4936 -3.4283 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.3395 -3.0035 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.1856 -2.5787 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0397 0.0000 0.0000
-0.0318 -2.1538 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.1040 0.0000 0.0000
0.1220 -1.7289 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.1705 0.0000 0.0000
0.2756 -1.3040 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.2311 0.0000 0.0000
0.4292 -0.8791 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.2783 0.0000 0.0000
0.5828 -0.4541 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.3054 0.0000 0.0000
0.7364 -0.0292 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.3081 0.0000 0.0000
0.8900 0.3956 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.2847 0.0000 0.0000
1.0437 0.8205 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.2374 0.0000 0.0000
1.1975 1.2453 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.1712 0.0000 0.0000
1.3513 1.6700 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0943 0.0000 0.0000
1.5053 2.0947 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0162 0.0000 0.0000
1.6595 2.5193 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8138 2.9438 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9683 3.3682 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1230 3.7925 -443163.4889 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.7287 -4.3047 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.5744 -3.8800 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4202 -3.4552 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.2661 -3.0304 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.1122 -2.6056 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0203 0.0000 0.0000
0.0416 -2.1807 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0666 0.0000 0.0000
0.1953 -1.7558 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.1147 0.0000 0.0000
0.3489 -1.3308 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.1587 0.0000 0.0000
0.5025 -0.9059 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.1926 0.0000 0.0000
0.6561 -0.4810 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.2114 0.0000 0.0000
0.8097 -0.0561 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.2117 0.0000 0.0000
0.9633 0.3688 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.1926 0.0000 0.0000
1.1170 0.7936 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.1555 0.0000 0.0000
1.2708 1.2184 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.1045 0.0000 0.0000
1.4246 1.6431 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0459 0.0000 0.0000
1.5786 2.0678 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.7328 2.4923 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8871 2.9168 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.0416 3.3412 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1964 3.7655 -492403.8765 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.6553 -4.3317 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.5009 -3.9069 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.3467 -3.4821 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.1927 -3.0573 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.0388 -2.6324 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0022 0.0000 0.0000
0.1149 -2.2075 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0336 0.0000 0.0000
0.2686 -1.7826 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0668 0.0000 0.0000
0.4222 -1.3577 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0971 0.0000 0.0000
0.5758 -0.9328 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.1201 0.0000 0.0000
0.7294 -0.5078 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.1319 0.0000 0.0000
0.8830 -0.0829 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.1303 0.0000 0.0000
1.0366 0.3419 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.1145 0.0000 0.0000
1.1903 0.7667 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0858 0.0000 0.0000
1.3441 1.1915 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0473 0.0000 0.0000
1.4979 1.6162 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0037 0.0000 0.0000
1.6519 2.0408 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.8061 2.4654 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
1.9604 2.8899 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.1149 3.3142 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
2.2697 3.7385 -541644.2642 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.5818 -4.3586 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.4275 -3.9338 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.2733 -3.5090 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
-0.1193 -3.0842 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.0345 -2.6593 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0000 0.0000 0.0000
0.1883 -2.2344 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0058 0.0000 0.0000
0.3420 -1.8094 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0271 0.0000 0.0000
0.4956 -1.3845 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0465 0.0000 0.0000
0.6491 -0.9596 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0608 0.0000 0.0000
0.8027 -0.5347 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0672 0.0000 0.0000
0.9563 -0.1098 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0641 0.0000 0.0000
1.1099 0.3151 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0510 0.0000 0.0000
1.2636 0.7399 -590884.6518 20.0000 80.0000 50000.0000 50000.0000 0.0289 0.0000 0.0000
